
Processing dconfig-jaydeep.C...
<p> =    0.375 [GeV/c], <eta> =  -1.70 -> dtheta:  2.5273, dphi:  2.9428
<p> =    0.425 [GeV/c], <eta> =  -1.70 -> dtheta:  2.2302, dphi:  2.5969
<p> =    0.425 [GeV/c], <eta> =  -1.70 -> dtheta:  2.2302, dphi:  2.5969
<p> =    0.475 [GeV/c], <eta> =  -1.70 -> dtheta:  1.9957, dphi:  2.3238
<p> =    0.475 [GeV/c], <eta> =  -1.70 -> dtheta:  1.9957, dphi:  2.3238
<p> =    0.525 [GeV/c], <eta> =  -1.70 -> dtheta:  1.8059, dphi:  2.1028
<p> =    0.525 [GeV/c], <eta> =  -1.70 -> dtheta:  1.8059, dphi:  2.1028
<p> =    0.575 [GeV/c], <eta> =  -1.70 -> dtheta:  1.6491, dphi:  1.9203
<p> =    0.575 [GeV/c], <eta> =  -1.70 -> dtheta:  1.6491, dphi:  1.9203
<p> =    0.650 [GeV/c], <eta> =  -1.70 -> dtheta:  1.4592, dphi:  1.6992
<p> =    0.650 [GeV/c], <eta> =  -1.70 -> dtheta:  1.4592, dphi:  1.6992
<p> =    0.750 [GeV/c], <eta> =  -1.70 -> dtheta:  1.2651, dphi:  1.4732
<p> =    0.750 [GeV/c], <eta> =  -1.70 -> dtheta:  1.2651, dphi:  1.4732
<p> =    0.850 [GeV/c], <eta> =  -1.70 -> dtheta:  1.1168, dphi:  1.3005
<p> =    0.850 [GeV/c], <eta> =  -1.70 -> dtheta:  1.1168, dphi:  1.3005
<p> =    0.950 [GeV/c], <eta> =  -1.70 -> dtheta:  0.9997, dphi:  1.1643
<p> =    0.950 [GeV/c], <eta> =  -1.70 -> dtheta:  0.9997, dphi:  1.1643
<p> =    1.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.7611, dphi:  0.8866
<p> =    1.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.7611, dphi:  0.8866
<p> =    1.750 [GeV/c], <eta> =  -1.70 -> dtheta:  0.5459, dphi:  0.6361
<p> =    1.750 [GeV/c], <eta> =  -1.70 -> dtheta:  0.5459, dphi:  0.6361
<p> =    2.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.4269, dphi:  0.4976
<p> =    2.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.4269, dphi:  0.4976
<p> =    2.750 [GeV/c], <eta> =  -1.70 -> dtheta:  0.3516, dphi:  0.4101
<p> =    2.750 [GeV/c], <eta> =  -1.70 -> dtheta:  0.3516, dphi:  0.4101
<p> =    3.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.2999, dphi:  0.3500
<p> =    3.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.2999, dphi:  0.3500
<p> =    3.750 [GeV/c], <eta> =  -1.70 -> dtheta:  0.2622, dphi:  0.3063
<p> =    3.750 [GeV/c], <eta> =  -1.70 -> dtheta:  0.2622, dphi:  0.3063
<p> =    4.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.2337, dphi:  0.2733
<p> =    4.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.2337, dphi:  0.2733
<p> =    4.750 [GeV/c], <eta> =  -1.70 -> dtheta:  0.2115, dphi:  0.2475
<p> =    4.750 [GeV/c], <eta> =  -1.70 -> dtheta:  0.2115, dphi:  0.2475
<p> =    5.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.1937, dphi:  0.2268
<p> =    5.250 [GeV/c], <eta> =  -1.70 -> dtheta:  0.1937, dphi:  0.2268
