Fit Function: TMath::Sqrt(A*A/p/p + B*B)
eta	 theta(deg)	 phi(deg)	 A(mrad*GeV/c)	 A_error(mrad*GeV/c)	 B(mrad)	 B_error(mrad)
-1.90 -1.50	  8.94625	 0.01041	 0.11778	 0.00430
-2.10 -1.90	 10.66608	 0.01247	 0.16708	 0.00445
-2.30 -2.10	 10.45560	 0.01217	 0.15283	 0.00470
-2.50 -2.30	 12.95601	 0.01529	 0.19061	 0.00577
-2.70 -2.50	 16.25261	 0.01902	 0.31083	 0.00559
-2.90 -2.70	 20.10263	 0.02393	 0.43041	 0.00649
-3.10 -2.90	 25.21533	 0.03046	 0.74886	 0.00629
-3.30 -3.10	 30.57967	 0.03829	 1.23431	 0.00642
-3.50 -3.30	 37.86733	 0.04794	 1.91826	 0.00721
